"feature" "activityID" "activity" "subjectID" "Mean" "MeanFreq" "StdDev"
"28" "fBodyAcc" 1 "WALKING" 28 -0.254770699175309 -0.148059303166049 -0.264555879538272
"29" "fBodyAcc" 1 "WALKING" 29 -0.150172859246226 0.0130997284056604 -0.218590872471698
"30" "fBodyAcc" 1 "WALKING" 30 -0.284939485810256 -0.133162899038923 -0.217902396538462
"31" "fBodyAcc" 2 "WALKING_UPSTAIRS" 1 -0.342882735679245 -0.366515669159748 -0.0765673745459119
"32" "fBodyAcc" 2 "WALKING_UPSTAIRS" 2 -0.179266153551458 -0.193408849876486 -0.110082370565972
"33" "fBodyAcc" 2 "WALKING_UPSTAIRS" 3 -0.325102718537853 -0.280054938011299 -0.214723375206215
"34" "fBodyAcc" 2 "WALKING_UPSTAIRS" 4 -0.31208438485 -0.261194434572692 -0.206587160915705
"35" "fBodyAcc" 2 "WALKING_UPSTAIRS" 5 -0.182021900326241 -0.228486025755319 -0.042985741529078
"36" "fBodyAcc" 2 "WALKING_UPSTAIRS" 6 -0.153506654190196 -0.202263460408627 -0.0759613233353595
"37" "fBodyAcc" 2 "WALKING_UPSTAIRS" 7 -0.345083656993464 -0.280498096115621 -0.2486026362
"38" "fBodyAcc" 2 "WALKING_UPSTAIRS" 8 0.00802354679268293 -0.194074963386992 0.087960887802439
"39" "fBodyAcc" 2 "WALKING_UPSTAIRS" 9 -0.377489724741497 -0.267836607668707 -0.303846216134694
"40" "fBodyAcc" 2 "WALKING_UPSTAIRS" 10 -0.159895340307801 -0.197968423160284 -0.0859401808256738
"41" "fBodyAcc" 2 "WALKING_UPSTAIRS" 11 -0.387245397561728 -0.40008714215679 -0.13364674678642
"42" "fBodyAcc" 2 "WALKING_UPSTAIRS" 12 -0.350210219248077 -0.247574093428205 -0.275901766407051
"43" "fBodyAcc" 2 "WALKING_UPSTAIRS" 13 -0.283634150963636 -0.337474328927273 -0.112088936899818
"44" "fBodyAcc" 2 "WALKING_UPSTAIRS" 14 -0.03847359205 -0.374517956895062 0.246072229259259
"45" "fBodyAcc" 2 "WALKING_UPSTAIRS" 15 -0.238719786245833 -0.301915360594444 -0.125705208063889
"46" "fBodyAcc" 2 "WALKING_UPSTAIRS" 16 -0.359633622875817 -0.321061459430719 -0.210173871081046
"47" "fBodyAcc" 2 "WALKING_UPSTAIRS" 17 -0.219065150475 -0.314750092588472 -0.0885440004645833
"48" "fBodyAcc" 2 "WALKING_UPSTAIRS" 18 -0.450425460517241 -0.391310259521839 -0.270253956494253
"49" "fBodyAcc" 2 "WALKING_UPSTAIRS" 19 -0.0882352679534167 -0.0918276745341667 -0.07578596319375
"50" "fBodyAcc" 2 "WALKING_UPSTAIRS" 20 -0.162751280318562 -0.237746001678346 -0.0621123248542484
"51" "fBodyAcc" 2 "WALKING_UPSTAIRS" 21 -0.206240816155319 -0.216840666419858 -0.119334930992199
"52" "fBodyAcc" 2 "WALKING_UPSTAIRS" 22 -0.0509110206706349 -0.0937992184690476 0.0817847486992063
"53" "fBodyAcc" 2 "WALKING_UPSTAIRS" 23 -0.140053524440523 -0.269508654112418 -0.0305803505701307
"54" "fBodyAcc" 2 "WALKING_UPSTAIRS" 24 -0.320331768960452 -0.291367046896215 -0.239032225256497
"55" "fBodyAcc" 2 "WALKING_UPSTAIRS" 25 -0.481577490717949 -0.47879929074359 -0.291753652266667
"56" "fBodyAcc" 2 "WALKING_UPSTAIRS" 26 -0.309283942890909 -0.268280468567879 -0.195897800701212
"57" "fBodyAcc" 2 "WALKING_UPSTAIRS" 27 -0.362060771372549 -0.30277753320915 -0.176749639653595
"58" "fBodyAcc" 2 "WALKING_UPSTAIRS" 28 -0.286141117235948 -0.218955833196732 -0.231322261548366
"59" "fBodyAcc" 2 "WALKING_UPSTAIRS" 29 -0.208764288802041 -0.360997031535374 -0.00575425347027211
"60" "fBodyAcc" 2 "WALKING_UPSTAIRS" 30 -0.361912145574359 -0.478777191974359 -0.103037374517128
"61" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 1 -0.0619317935689796 0.0167158620191837 -0.128853598502721
"62" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 2 0.0866318100304965 -0.0571375981207801 0.00868189950992908
"63" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 3 -0.151441197204082 -0.109852491701497 -0.18829570254966
"64" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 4 -0.23217643957037 -0.0269554614729037 -0.265405264859259
"65" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 5 -0.0656933370496454 -0.140510155123546 0.00332795406312057
"66" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 6 0.130159029649306 -0.0278283305339583 0.0935344312638889
"67" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 7 -0.0800585673404255 -0.104893928863121 -0.0724325180141844
"68" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 8 0.228197578719298 0.0244920621315789 0.075876412018421
"69" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 9 -0.0612325906296032 -0.140184913845238 -0.0193407063293651
"70" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 10 0.022327839672807 0.000702505561403512 -0.00235406628596491
"71" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 11 -0.105893406468841 -0.15039038561087 -0.0474806996731884
"72" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 12 -0.0760354284978261 -0.00602789305797101 -0.140768636557971
"73" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 13 -0.0867641719602837 -0.0932385776668794 -0.13126773830695
"74" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 14 0.224490859334815 -0.151940475177037 0.245093447187778
"75" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 15 0.0476719069880952 -0.0804878472 0.0763039085809524
"76" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 16 -0.0484887545530496 -0.138436748362411 0.00648776007886525
"77" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 17 -0.156992764063261 -0.261232146623913 -0.0241748670695652
"78" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 18 -0.388320255030303 -0.224531552362424 -0.325864226484848
"79" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 19 0.380709681675641 -0.0055231547948718 0.336023941470085
"80" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 20 0.100585958715556 -0.165274624953333 0.153102670442815
"81" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 21 0.0694967552674074 -0.150620699179481 0.133266789388148
"82" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 22 0.0327731043703704 -0.0520984262240741 0.0623529992314815
"83" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 23 0.193963461108642 -0.0143809343660494 0.0365754060917901
"84" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 24 -0.16077745076303 -0.117349889248242 -0.165217854863152
"85" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 25 -0.374907778603448 -0.293351663822988 -0.276445563881034
"86" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 26 -0.0876923198673333 -0.135674546 -0.0660494839213333
"87" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 27 -0.0737633879628788 -0.0608808225892424 -0.0946083500151515
"88" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 28 -0.0108825750362319 -0.0458524449681159 -0.0712806667911594
"89" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 29 -0.0590861072380556 -0.0585324214867361 -0.104661223805556
"90" "fBodyAcc" 3 "WALKING_DOWNSTAIRS" 30 -0.128899343057527 -0.161505484231183 -0.130462447607097
"91" "fBodyAcc" 4 "SITTING" 1 -0.960970226099291 0.0884207831503546 -0.942718959219858
"92" "fBodyAcc" 4 "SITTING" 2 -0.97110317057971 0.11048381761058 -0.964766236086957
"93" "fBodyAcc" 4 "SITTING" 3 -0.926683372564103 0.0241815299173077 -0.895194666666667
"94" "fBodyAcc" 4 "SITTING" 4 -0.945009724466667 0.0427540121846667 -0.932791618466667
"95" "fBodyAcc" 4 "SITTING" 5 -0.948316588181818 0.0292807113045455 -0.9355752942
"96" "fBodyAcc" 4 "SITTING" 6 -0.946471311818182 0.0694247712698788 -0.944632238787879
"97" "fBodyAcc" 4 "SITTING" 7 -0.936287699513889 -0.0401602116861111 -0.907197404930556
"98" "fBodyAcc" 4 "SITTING" 8 -0.961599634637681 0.00104647441594203 -0.945325515507246
"99" "fBodyAcc" 4 "SITTING" 9 -0.9210993856 -0.120408703695533 -0.880839633761333
"100" "fBodyAcc" 4 "SITTING" 10 -0.966679332962963 0.0596539736458179 -0.953733844462963
"101" "fBodyAcc" 4 "SITTING" 11 -0.962946582515723 0.0966347211251572 -0.957107120943396
"102" "fBodyAcc" 4 "SITTING" 12 -0.959020263137255 0.00415639960738562 -0.948650137124183
"103" "fBodyAcc" 4 "SITTING" 13 -0.968664152462585 0.0568821892408163 -0.952422030836735
"104" "fBodyAcc" 4 "SITTING" 14 -0.95107581808642 -0.0904224874777778 -0.935190806783951
"105" "fBodyAcc" 4 "SITTING" 15 -0.96292434839548 0.0825655187988701 -0.95075073079096
"106" "fBodyAcc" 4 "SITTING" 16 -0.969350914975845 0.0913232527637681 -0.957124608454106
"107" "fBodyAcc" 4 "SITTING" 17 -0.9795796584375 0.116049769672917 -0.972455842916667
"108" "fBodyAcc" 4 "SITTING" 18 -0.984226630643275 0.131328562885965 -0.981869585263158
"109" "fBodyAcc" 4 "SITTING" 19 -0.96877876826484 -0.108758938311826 -0.956924082420091
"110" "fBodyAcc" 4 "SITTING" 20 -0.957999713535354 -0.0193864857722222 -0.94798575040404
"111" "fBodyAcc" 4 "SITTING" 21 -0.976510172666667 0.129809253508627 -0.972116341490196
"112" "fBodyAcc" 4 "SITTING" 22 -0.954895562849462 -0.0902379870553763 -0.938320916430108
"113" "fBodyAcc" 4 "SITTING" 23 -0.960605748039216 0.086588218309902 -0.93841733645098
"114" "fBodyAcc" 4 "SITTING" 24 -0.973098162696078 0.0274040036373529 -0.966833569460784
"115" "fBodyAcc" 4 "SITTING" 25 -0.975099629589744 0.0672818117485641 -0.966352629076923
"116" "fBodyAcc" 4 "SITTING" 26 -0.968132702008547 0.0127813457011068 -0.953773352008547
"117" "fBodyAcc" 4 "SITTING" 27 -0.979135260333333 0.069248516292 -0.974381977238095
"118" "fBodyAcc" 4 "SITTING" 28 -0.959466193240741 -0.0125173180939815 -0.952629221481481
"119" "fBodyAcc" 4 "SITTING" 29 -0.978775498722222 0.0964252965705556 -0.972704148222222
"120" "fBodyAcc" 4 "SITTING" 30 -0.968452972634409 -0.0075957708 -0.954475802258064
"121" "fBodyAcc" 5 "STANDING" 1 -0.985872626352201 0.149617632140063 -0.982086235597484
"122" "fBodyAcc" 5 "STANDING" 2 -0.968763210987654 0.0917731630647531 -0.964466298518519
"123" "fBodyAcc" 5 "STANDING" 3 -0.935902166174863 -0.0691619944912568 -0.922388963497268
"124" "fBodyAcc" 5 "STANDING" 4 -0.931563391964286 -0.0142232620918452 -0.907890745720238
"125" "fBodyAcc" 5 "STANDING" 5 -0.923460358988095 -0.0178794441446429 -0.898944324875
"126" "fBodyAcc" 5 "STANDING" 6 -0.95010025871345 0.000233895764327486 -0.942527903099415
"127" "fBodyAcc" 5 "STANDING" 7 -0.952372045974843 -0.0794819490471698 -0.93733963427673
"128" "fBodyAcc" 5 "STANDING" 8 -0.962877299259259 0.0738271043617284 -0.948386812098765
"129" "fBodyAcc" 5 "STANDING" 9 -0.952732999333333 -0.0364444916140741 -0.943422032518519
"130" "fBodyAcc" 5 "STANDING" 10 -0.94958364780303 0.0747033503946212 -0.94763613530303
"131" "fBodyAcc" 5 "STANDING" 11 -0.983393636241135 0.145713794995035 -0.981679690141844
"132" "fBodyAcc" 5 "STANDING" 12 -0.952141116721312 0.0313733467748634 -0.940229473169399
"133" "fBodyAcc" 5 "STANDING" 13 -0.975473628362573 0.0299583842853801 -0.967681866432749
"134" "fBodyAcc" 5 "STANDING" 14 -0.952433279111111 -0.127268653101667 -0.939147771777778
"135" "fBodyAcc" 5 "STANDING" 15 -0.965182434025157 0.0425383674836478 -0.956084439119497
"136" "fBodyAcc" 5 "STANDING" 16 -0.976247063461538 0.0345452252480342 -0.965271732606838
"137" "fBodyAcc" 5 "STANDING" 17 -0.981776559700855 0.0401840842508547 -0.974914951025641
"138" "fBodyAcc" 5 "STANDING" 18 -0.975807289589041 -0.0152276770375799 -0.967639080410959
"139" "fBodyAcc" 5 "STANDING" 19 -0.969589424200913 0.0107523655712329 -0.960703129360731
"140" "fBodyAcc" 5 "STANDING" 20 -0.930037588721461 -0.0828100791022831 -0.917775816210046
"141" "fBodyAcc" 5 "STANDING" 21 -0.96276557752809 -0.00638705846877902 -0.956298967490637
"142" "fBodyAcc" 5 "STANDING" 22 -0.955545696984127 -0.0528146717601587 -0.949822583121693
"143" "fBodyAcc" 5 "STANDING" 23 -0.963876530392157 -0.00133775029519608 -0.956828631960784
"144" "fBodyAcc" 5 "STANDING" 24 -0.962323797101449 0.00454857441014493 -0.949036370821256
"145" "fBodyAcc" 5 "STANDING" 25 -0.974663541036036 0.0768894031293243 -0.969718270990991
"146" "fBodyAcc" 5 "STANDING" 26 -0.974536948468469 0.0795642441031532 -0.967186627117117
"147" "fBodyAcc" 5 "STANDING" 27 -0.975208066208333 0.0981731884375 -0.968727408583333
"148" "fBodyAcc" 5 "STANDING" 28 -0.933484407594937 -0.087133548686076 -0.917445852151899
"149" "fBodyAcc" 5 "STANDING" 29 -0.984155278307692 0.102645740438667 -0.981228699025641
"150" "fBodyAcc" 5 "STANDING" 30 -0.943192982316384 -0.106664161438079 -0.924428716836158
"151" "fBodyAcc" 6 "LAYING" 1 -0.896277044593333 0.00939327543266667 -0.856984850046667
"152" "fBodyAcc" 6 "LAYING" 2 -0.980302306527778 0.171113075434722 -0.979687924236111
"153" "fBodyAcc" 6 "LAYING" 3 -0.970055911182796 0.127163259706452 -0.970354937795699
"154" "fBodyAcc" 6 "LAYING" 4 -0.955063243641975 0.0977888074012963 -0.953666768950617
"155" "fBodyAcc" 6 "LAYING" 5 -0.970389641346154 0.154402216332051 -0.967915090512821
"156" "fBodyAcc" 6 "LAYING" 6 -0.933621985964912 0.0967155799385965 -0.92872630327076
"157" "fBodyAcc" 6 "LAYING" 7 -0.951409948012821 -0.147543441867949 -0.935806376410256
"158" "fBodyAcc" 6 "LAYING" 8 -0.949874913888889 -0.0364716812349383 -0.934169517604938
"159" "fBodyAcc" 6 "LAYING" 9 -0.942383697666667 -0.1610640830656 -0.9319296472
"160" "fBodyAcc" 6 "LAYING" 10 -0.962608967643678 0.125787578114368 -0.958003618229885
"161" "fBodyAcc" 6 "LAYING" 11 -0.976260704619883 0.13807011219883 -0.97685985877193
"162" "fBodyAcc" 6 "LAYING" 12 -0.954079753444444 0.0424131721311111 -0.951409505333333
"163" "fBodyAcc" 6 "LAYING" 13 -0.968952086827957 -0.0500585680478495 -0.953424850806452
"164" "fBodyAcc" 6 "LAYING" 14 -0.93072846379085 -0.187119398195425 -0.903749805098039
"165" "fBodyAcc" 6 "LAYING" 15 -0.962681082361111 0.051477599203287 -0.953411082222222
"166" "fBodyAcc" 6 "LAYING" 16 -0.972809610571429 -0.132917524064286 -0.957005694857143
"167" "fBodyAcc" 6 "LAYING" 17 -0.964804491314554 0.00763748378685446 -0.955115699248826
"168" "fBodyAcc" 6 "LAYING" 18 -0.986232254358974 0.163735935730036 -0.986097704461538
"169" "fBodyAcc" 6 "LAYING" 19 -0.977557667148594 0.111008842812651 -0.97388602502008
"170" "fBodyAcc" 6 "LAYING" 20 -0.969239130441176 0.112772228254412 -0.965953406764706
"171" "fBodyAcc" 6 "LAYING" 21 -0.96335860437037 -0.135430985877422 -0.949702476296296
"172" "fBodyAcc" 6 "LAYING" 22 -0.944500827268518 0.0260278239876898 -0.933127872037037
"173" "fBodyAcc" 6 "LAYING" 23 -0.976541582685185 -0.0206552069007176 -0.966325463287037
"174" "fBodyAcc" 6 "LAYING" 24 -0.977786288287037 0.0405375999384259 -0.974265557361111
"175" "fBodyAcc" 6 "LAYING" 25 -0.843430381296804 -0.171641709686575 -0.756344112058904
"176" "fBodyAcc" 6 "LAYING" 26 -0.980616482368421 0.146251421144298 -0.978714487763158
"177" "fBodyAcc" 6 "LAYING" 27 -0.983634796216216 0.146998568904955 -0.982822392837838
"178" "fBodyAcc" 6 "LAYING" 28 -0.964494302958333 -0.0572135337595833 -0.955366582166667
"179" "fBodyAcc" 6 "LAYING" 29 -0.98837841 0.191813594472464 -0.98683049352657
"180" "fBodyAcc" 6 "LAYING" 30 -0.96836208852381 0.02596016989 -0.965930619714286
"181" "fBodyAccJerk" 1 "WALKING" 1 -0.224923904431407 -0.260343132610526 -0.187186729870456
"182" "fBodyAccJerk" 1 "WALKING" 2 -0.31277870540113 -0.197043538463446 -0.31518140129661
"183" "fBodyAccJerk" 1 "WALKING" 3 -0.31978009604023 -0.273885767022989 -0.281913576253506
"184" "fBodyAccJerk" 1 "WALKING" 4 -0.455809466955556 -0.282299587086611 -0.426528388694444
"185" "fBodyAccJerk" 1 "WALKING" 5 -0.372168992056786 -0.412524441619048 -0.336447225207738
"186" "fBodyAccJerk" 1 "WALKING" 6 -0.255918588708772 -0.249576794776667 -0.256624660176023
"187" "fBodyAccJerk" 1 "WALKING" 7 -0.204466352665205 -0.272144015082456 -0.199752692078363
"188" "fBodyAccJerk" 1 "WALKING" 8 -0.197692895294444 -0.337553805272222 -0.120015719416667
"189" "fBodyAccJerk" 1 "WALKING" 9 -0.360504413846154 -0.37796975825 -0.272571058833269
"190" "fBodyAccJerk" 1 "WALKING" 10 -0.180352138167736 -0.117592411849748 -0.196392569891006
"191" "fBodyAccJerk" 1 "WALKING" 11 -0.46255362240113 -0.291233762023164 -0.457228351719209
"192" "fBodyAccJerk" 1 "WALKING" 12 -0.2381266795794 -0.22885827702 -0.218867341597667
"193" "fBodyAccJerk" 1 "WALKING" 13 -0.225548010775439 -0.280845052844503 -0.177071783884854
"194" "fBodyAccJerk" 1 "WALKING" 14 -0.421675465480226 -0.314159738830508 -0.455738046384181
"195" "fBodyAccJerk" 1 "WALKING" 15 -0.368888348555556 -0.269826797806173 -0.398411707647901
"196" "fBodyAccJerk" 1 "WALKING" 16 -0.43933646627451 -0.393784359153595 -0.431044351830065
"197" "fBodyAccJerk" 1 "WALKING" 17 -0.380368624021858 -0.428011238540984 -0.311592354337705
"198" "fBodyAccJerk" 1 "WALKING" 18 -0.459284316904762 -0.297465903183929 -0.45352801922619
"199" "fBodyAccJerk" 1 "WALKING" 19 -0.0283326441375641 -0.202762454065385 -0.0171973731704487
"200" "fBodyAccJerk" 1 "WALKING" 20 -0.10892591945098 -0.294951415592157 -0.0981045315134641
"201" "fBodyAccJerk" 1 "WALKING" 21 -0.239568969444872 -0.285398969946154 -0.188605910648718
"202" "fBodyAccJerk" 1 "WALKING" 22 -0.0528941765724638 -0.0615997881971014 -0.0372557586606667
"203" "fBodyAccJerk" 1 "WALKING" 23 -0.167700436034463 -0.305152452011299 -0.100794925043503
"204" "fBodyAccJerk" 1 "WALKING" 24 -0.444125900057471 -0.364579876152874 -0.43770329987931
"205" "fBodyAccJerk" 1 "WALKING" 25 -0.573112323153153 -0.410977080912613 -0.560773069684685
"206" "fBodyAccJerk" 1 "WALKING" 26 -0.353810645570621 -0.302973123646893 -0.339849511050847
"207" "fBodyAccJerk" 1 "WALKING" 27 -0.307622396953216 -0.231368492016374 -0.276695436652047
"208" "fBodyAccJerk" 1 "WALKING" 28 -0.385301605432099 -0.382224070875309 -0.377817889534568
"209" "fBodyAccJerk" 1 "WALKING" 29 -0.231123018325157 -0.0882394870257862 -0.330464075905031
"210" "fBodyAccJerk" 1 "WALKING" 30 -0.38538389505641 -0.248315466488205 -0.4266705868
"211" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 1 -0.526264729056604 -0.479207648050314 -0.523241430628931
"212" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 2 -0.323069878258333 -0.237007220840278 -0.411353523194444
"213" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 3 -0.479840462603333 -0.407201694689266 -0.497781299067797
"214" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 4 -0.468738922927308 -0.364001611564103 -0.491353263532051
"215" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 5 -0.364420285326241 -0.438161957921986 -0.333154902339007
"216" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 6 -0.305706326724837 -0.448271085718954 -0.258490057421569
"217" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 7 -0.52449602627451 -0.48135061521634 -0.531028312352941
"218" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 8 -0.204242770629268 -0.276267503083089 -0.27522236040813
"219" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 9 -0.541889684353742 -0.501169759006803 -0.531788662993197
"220" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 10 -0.320439276203546 -0.309925217425532 -0.371096195091773
"221" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 11 -0.572211064753086 -0.463710182888889 -0.566458812283951
"222" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 12 -0.468950404615385 -0.344981274179487 -0.492214152423077
"223" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 13 -0.502234916357576 -0.471123182030303 -0.507657983115152
"224" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 14 -0.331704084987654 -0.424270826462963 -0.391206072196914
"225" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 15 -0.429903154229167 -0.407170416138889 -0.440209180510069
"226" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 16 -0.526638302941177 -0.462532358058824 -0.525107896339869
"227" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 17 -0.456780620833333 -0.53430765875 -0.444219690902778
"228" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 18 -0.635070050114943 -0.473525193103448 -0.648530371896552
"229" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 19 -0.2199693805225 -0.275285988725 -0.2460503238175
"230" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 20 -0.353693086229412 -0.492157481045752 -0.325100258201307
"231" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 21 -0.387240684191489 -0.320517619597163 -0.442453756453901
"232" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 22 -0.175958927471429 -0.12848395355873 -0.234155089428333
"233" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 23 -0.346161346281046 -0.359733012279085 -0.42490946
"234" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 24 -0.508879949548023 -0.442746020870056 -0.541891720451977
"235" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 25 -0.700774850871795 -0.541551584192308 -0.719608757538462
"236" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 26 -0.454542172418182 -0.359570821884242 -0.492619369030303
"237" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 27 -0.518041236797386 -0.396199321797386 -0.528726408169935
"238" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 28 -0.421563222888889 -0.300675675949673 -0.46906929379085
"239" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 29 -0.426717654770748 -0.446030936040816 -0.44338364555102
"240" "fBodyAccJerk" 2 "WALKING_UPSTAIRS" 30 -0.627133914 -0.53553592214359 -0.652381896205128
"241" "fBodyAccJerk" 3 "WALKING_DOWNSTAIRS" 1 -0.14822192032517 -0.19379393575034 -0.207543123267823
"242" "fBodyAccJerk" 3 "WALKING_DOWNSTAIRS" 2 -0.0123896264191489 -0.245372194574468 -0.092478337193617
"243" "fBodyAccJerk" 3 "WALKING_DOWNSTAIRS" 3 -0.251889568585034 -0.28668148514966 -0.308898737677803
"244" "fBodyAccJerk" 3 "WALKING_DOWNSTAIRS" 4 -0.30616396926963 -0.176703540742963 -0.35143983036
"245" "fBodyAccJerk" 3 "WALKING_DOWNSTAIRS" 5 -0.195194819013475 -0.375143239907801 -0.149983377475745
"246" "fBodyAccJerk" 3 "WALKING_DOWNSTAIRS" 6 -0.00310958717013889 -0.278308926892361 0.0136122851395278
"247" "fBodyAccJerk" 3 "WALKING_DOWNSTAIRS" 7 -0.214418027234752 -0.376615908191489 -0.242138651744681
"248" "fBodyAccJerk" 3 "WALKING_DOWNSTAIRS" 8 0.164696926576316 -0.229680066985965 0.120645118385088
"249" "fBodyAccJerk" 3 "WALKING_DOWNSTAIRS" 9 -0.223952088548413 -0.332127739420714 -0.257325662130159
"250" "fBodyAccJerk" 3 "WALKING_DOWNSTAIRS" 10 -0.0595880666666667 -0.171853546332456 -0.130863684558772
